Brand,Usage_Type,CPU_Brand,GPU_Brand,GPU_Model,CPU_Cores,CPU_Frequency_GHz,RAM_GB,Storage_GB,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio,Screen_Size,Price_CNY
Dell,Student,Apple,NVIDIA,RTX 3050,2,4.0,32,128,952,1500,2452,1777.01,1.38,12.9,12883
Acer,Student,Apple,NVIDIA,RTX 3060,4,1.32,4,256,1000,2200,3200,2325.48,1.38,14.7,16860
Acer,Student,AMD,NVIDIA,RTX 3050,2,2.88,32,1024,998,1500,2498,1883.25,1.33,13.6,13654
HP,Student,AMD,NVIDIA,Iris Xe,6,1.65,16,256,1920,900,2820,1873.26,1.51,15.1,13581
MSI,Student,Intel,NVIDIA,RTX 3060,4,3.21,64,2048,896,2200,3096,2739.19,1.13,14.7,19859
Dell,Student,Intel,AMD,RTX 3050,4,2.34,64,1024,1788,1500,3288,2593.58,1.27,14.5,18803
MSI,Student,Apple,NVIDIA,RX 6600,2,3.5,64,1024,504,2000,2504,2156.32,1.16,14.3,15633
Dell,Student,Intel,NVIDIA,RX 6600,2,2.4,8,2048,726,2000,2726,2211.77,1.23,13.5,16035
Acer,Student,AMD,Intel,RTX 3060,2,1.67,64,1024,430,2200,2630,2310.1,1.14,13.0,16748
HP,Student,Apple,Intel,Iris Xe,8,1.95,64,128,2064,900,2964,2079.16,1.43,15.3,15074
Lenovo,Student,Intel,Intel,RTX 3060,2,3.48,64,2048,961,2200,3161,2638.72,1.2,15.2,19131
Dell,Student,AMD,Intel,Iris Xe,8,2.66,64,512,2064,900,2964,2236.7,1.33,13.4,16216
HP,Student,Apple,NVIDIA,Iris Xe,4,1.07,32,128,1716,900,2616,1953.04,1.34,14.5,14160
Apple,Student,Intel,Intel,RX 6700,2,1.93,8,512,698,2800,3498,2689.35,1.3,13.6,19498
Apple,Student,Intel,NVIDIA,RX 6600,2,1.98,8,256,690,2000,2690,2071.46,1.3,14.5,15018
Acer,Student,AMD,AMD,RX 6600,2,3.29,4,128,1016,2000,3016,2018.61,1.49,14.6,14635
Apple,Student,Apple,AMD,RTX 3050,4,2.64,32,2048,1304,1500,2804,2340.04,1.2,13.7,16965
MSI,Student,AMD,Intel,RTX 3050,2,3.64,64,128,624,1500,2124,1768.16,1.2,14.6,12819
MSI,Student,Apple,NVIDIA,RX 6600,4,3.97,4,256,1388,2000,3388,2421.49,1.4,14.1,17556
MSI,Student,AMD,NVIDIA,Iris Xe,4,1.81,32,1024,1504,900,2404,1728.57,1.39,14.0,12532
Dell,Student,Intel,AMD,RX 6700,2,3.47,8,2048,650,2800,3450,2726.53,1.27,13.0,19767
Acer,Student,Apple,NVIDIA,Iris Xe,6,2.97,32,128,1878,900,2778,1890.85,1.47,14.3,13709
MSI,Student,AMD,AMD,RX 6600,2,3.78,32,512,1024,2000,3024,2190.31,1.38,14.7,15880
MSI,Student,AMD,AMD,RTX 3060,4,2.29,16,512,1044,2200,3244,2346.72,1.38,16.5,17014
Asus,Student,AMD,NVIDIA,RX 6600,4,2.07,16,512,1220,2000,3220,2372.2,1.36,14.9,17198
MSI,Student,Apple,AMD,RX 6600,2,3.23,4,512,800,2000,2800,1925.12,1.45,13.1,13957
HP,Student,Apple,Intel,RTX 3050,4,1.74,64,256,1848,1500,3348,2418.92,1.38,14.7,17537
Lenovo,Student,Intel,NVIDIA,RTX 3050,2,3.9,64,128,872,1500,2372,2005.59,1.18,13.1,14541
Dell,Student,Intel,NVIDIA,RTX 3050,6,2.16,4,2048,1512,1500,3012,2172.17,1.39,13.9,15748
Dell,Student,AMD,Intel,RTX 3050,8,2.71,32,2048,2000,1500,3500,2699.88,1.3,14.0,19574
Dell,Student,AMD,AMD,RX 6600,2,3.94,16,128,892,2000,2892,2077.25,1.39,14.8,15060
Apple,Student,Intel,Intel,RTX 3050,2,2.73,32,128,600,1500,2100,1691.72,1.24,13.9,12265
HP,Student,AMD,Intel,Iris Xe,6,3.33,8,2048,2034,900,2934,1970.62,1.49,12.6,14287
Asus,Student,Apple,Intel,RTX 3050,2,1.74,32,1024,827,1500,2327,1968.74,1.18,13.8,14273
MSI,Student,Apple,Intel,RTX 3050,4,1.82,32,1024,1688,1500,3188,2399.67,1.33,13.8,17398
Asus,Student,AMD,AMD,RTX 3050,4,2.44,4,1024,1632,1500,3132,2180.18,1.44,13.3,15806
HP,Student,Apple,Intel,RTX 3050,8,3.31,4,512,1984,1500,3484,2350.62,1.48,12.5,17042
Acer,Student,Intel,Intel,RX 6600,2,1.51,16,128,716,2000,2716,1962.29,1.38,12.6,14227
HP,Student,Intel,Intel,Iris Xe,8,2.66,4,128,2584,900,3484,2037.9,1.71,13.4,14775
Lenovo,Student,Intel,AMD,RTX 3060,2,1.2,16,256,413,2200,2613,1960.01,1.33,14.0,14210
MSI,Student,AMD,AMD,RTX 3050,2,3.55,64,256,592,1500,2092,1886.57,1.11,13.7,13678
Dell,Student,Intel,AMD,Iris Xe,6,3.37,16,2048,2370,900,3270,2169.11,1.51,14.6,15726
Acer,Student,AMD,AMD,RTX 3060,6,3.08,4,128,1266,2200,3466,2370.34,1.46,13.8,17185
Acer,Student,Apple,NVIDIA,RTX 3060,2,1.13,4,128,927,2200,3127,2318.53,1.35,14.2,16809
Apple,Student,Intel,AMD,RTX 3050,6,2.7,8,2048,1644,1500,3144,2181.66,1.44,13.6,15817
Lenovo,Student,Apple,Intel,Iris Xe,4,1.47,16,128,1568,900,2468,1599.01,1.54,12.7,11593
HP,Student,Intel,AMD,RTX 3060,4,3.72,16,128,844,2200,3044,2112.0,1.44,13.8,15312
Asus,Student,AMD,AMD,RTX 3060,2,2.72,64,128,668,2200,2868,2424.58,1.18,12.5,17578
Dell,Student,Intel,NVIDIA,RTX 3050,6,2.39,4,256,1794,1500,3294,2139.09,1.54,14.5,15508
HP,Student,Apple,Intel,RTX 3050,4,1.58,64,256,924,1500,2424,1978.42,1.23,15.0,14344
Dell,Student,Intel,Intel,RX 6600,2,2.23,4,1024,572,2000,2572,1996.03,1.29,14.3,14471
Asus,Student,Intel,AMD,RTX 3060,2,1.58,32,128,600,2200,2800,2234.22,1.25,13.6,16198
HP,Student,AMD,NVIDIA,RTX 3060,2,3.21,8,512,969,2200,3169,2201.73,1.44,13.6,15963
Lenovo,Student,Apple,NVIDIA,RTX 3050,2,1.12,64,2048,846,1500,2346,2089.31,1.12,13.9,15147
Apple,Student,AMD,AMD,Iris Xe,6,2.56,32,1024,1746,900,2646,1958.08,1.35,12.9,14196
MSI,Student,Intel,Intel,RX 6600,2,1.12,16,128,758,2000,2758,2075.44,1.33,14.0,15047
Acer,Student,Apple,Intel,RX 6600,2,3.43,32,1024,480,2000,2480,2103.35,1.18,14.3,15249
MSI,Student,Apple,Intel,Iris Xe,8,3.04,4,128,2128,900,3028,1938.43,1.56,13.6,14054
Acer,Student,AMD,Intel,RTX 3060,2,1.24,4,2048,1000,2200,3200,2470.28,1.3,13.4,17910
Apple,Student,AMD,NVIDIA,RX 6600,4,3.99,32,2048,1228,2000,3228,2467.34,1.31,15.0,17888
Asus,Student,Intel,NVIDIA,Iris Xe,4,3.91,32,256,1408,900,2308,1662.25,1.39,13.0,12051
Apple,Student,Apple,Intel,RTX 3060,2,1.17,8,128,588,2200,2788,2186.18,1.28,14.4,15850
MSI,Student,Apple,NVIDIA,RX 6600,2,2.19,32,128,724,2000,2724,2141.43,1.27,15.1,15525
HP,Student,Intel,Intel,Iris Xe,4,2.48,32,1024,1984,900,2884,2166.31,1.33,14.8,15706
MSI,Student,Intel,Intel,RX 6600,2,3.6,64,2048,540,2000,2540,2273.31,1.12,15.8,16481
Apple,Student,AMD,NVIDIA,RTX 3050,2,2.6,8,1024,908,1500,2408,1882.44,1.28,13.5,13648
Dell,Student,AMD,NVIDIA,Iris Xe,6,1.22,64,1024,2076,900,2976,2157.11,1.38,14.2,15639
HP,Student,AMD,AMD,RX 6600,2,1.65,64,256,684,2000,2684,2344.78,1.14,14.5,17000
MSI,Student,AMD,NVIDIA,RTX 3060,2,1.51,4,128,684,2200,2884,2201.17,1.31,12.9,15958
HP,Student,AMD,Intel,Iris Xe,4,3.02,64,128,1696,900,2596,1916.0,1.35,14.2,13891
Apple,Student,Intel,Intel,RX 6600,6,3.95,8,512,1488,2000,3488,2497.18,1.4,14.7,18105
HP,Student,Intel,Intel,RTX 3050,6,3.45,64,2048,1398,1500,2898,2463.18,1.18,13.0,17858
Dell,Student,AMD,AMD,RTX 3060,4,2.22,8,512,940,2200,3140,2172.25,1.45,13.5,15749
Apple,Student,AMD,NVIDIA,Iris Xe,4,3.58,16,128,1128,900,2028,1374.5,1.48,14.5,9965
MSI,Student,AMD,NVIDIA,RX 6700,2,1.69,8,2048,642,2800,3442,2810.08,1.22,14.2,20373
Lenovo,Student,Intel,NVIDIA,RTX 3060,2,1.81,8,128,698,2200,2898,2202.21,1.32,13.7,15966
Acer,Student,Apple,Intel,RTX 3050,6,1.41,16,2048,1602,1500,3102,2253.8,1.38,15.2,16340
Apple,Student,Intel,NVIDIA,RX 6700,2,2.77,4,2048,666,2800,3466,2810.96,1.23,13.1,20379
Apple,Student,Intel,NVIDIA,Iris Xe,4,1.5,64,2048,1752,900,2652,2325.57,1.14,15.5,16860
Acer,Student,AMD,AMD,RTX 3050,2,1.39,32,1024,520,1500,2020,1779.22,1.14,14.4,12899
Apple,Student,Apple,Intel,RTX 3060,2,2.75,64,256,720,2200,2920,2307.22,1.27,14.1,16727
Acer,Student,AMD,Intel,RTX 3050,4,3.48,32,1024,1892,1500,3392,2387.67,1.42,15.5,17311
Lenovo,Student,Intel,AMD,RTX 3060,2,2.61,16,1024,424,2200,2624,2158.54,1.22,13.8,15649
MSI,Student,Apple,Intel,RX 6600,4,1.3,16,128,1372,2000,3372,2468.75,1.37,12.9,17898
Lenovo,Student,Apple,AMD,Iris Xe,8,3.39,8,512,2360,900,3260,2049.53,1.59,15.3,14859
Lenovo,Student,Apple,AMD,RTX 3060,2,2.31,4,128,908,2200,3108,2116.17,1.47,12.5,15342
Dell,Student,AMD,AMD,RTX 3050,2,1.43,4,256,1090,1500,2590,1939.24,1.34,11.5,14059
Apple,Student,AMD,AMD,RTX 3050,4,1.02,8,256,816,1500,2316,1581.52,1.46,15.5,11466
Dell,Student,AMD,Intel,Iris Xe,4,3.56,4,2048,1968,900,2868,1910.5,1.5,13.7,13851
MSI,Student,Apple,Intel,RTX 3050,2,2.45,32,512,936,1500,2436,1832.35,1.33,13.9,13285
Apple,Student,Apple,NVIDIA,RTX 3050,4,2.9,4,1024,1440,1500,2940,2072.91,1.42,14.9,15029
Dell,Student,AMD,NVIDIA,Iris Xe,4,2.95,8,1024,2164,900,3064,2048.11,1.5,15.9,14849
HP,Student,AMD,Intel,Iris Xe,4,1.61,8,256,1268,900,2168,1466.83,1.48,13.3,10635
Lenovo,Student,Apple,Intel,RX 6600,4,1.96,64,1024,1176,2000,3176,2522.57,1.26,13.0,18289
Acer,Student,Apple,AMD,RX 6700,2,2.99,16,128,642,2800,3442,2449.02,1.41,13.1,17755
MSI,Student,Apple,AMD,RX 6600,2,2.01,4,256,468,2000,2468,1734.87,1.42,14.4,12578
Lenovo,Student,Intel,Intel,RTX 3050,4,1.24,4,128,1720,1500,3220,2168.65,1.48,15.4,15723
Asus,Student,AMD,AMD,RTX 3050,4,2.05,64,128,1280,1500,2780,2193.4,1.27,13.0,15902
MSI,Student,AMD,AMD,Iris Xe,6,1.5,16,1024,1704,900,2604,1761.19,1.48,13.1,12769
Acer,Student,AMD,Intel,RX 6600,2,3.58,8,2048,558,2000,2558,2081.35,1.23,14.2,15090
Apple,Student,Apple,AMD,RX 6600,4,3.17,64,128,1236,2000,3236,2552.4,1.27,12.8,18505
MSI,Student,AMD,NVIDIA,Iris Xe,6,1.95,4,128,1470,900,2370,1576.31,1.5,13.5,11428
MSI,Student,AMD,AMD,Iris Xe,6,2.6,32,512,2136,900,3036,2085.27,1.46,12.9,15118
HP,Student,AMD,AMD,RTX 3050,6,1.98,64,256,1998,1500,3498,2588.21,1.35,14.7,18765
Dell,Student,Apple,NVIDIA,RTX 3060,2,1.32,16,1024,600,2200,2800,2100.98,1.33,12.6,15232
Asus,Student,Apple,AMD,RTX 3060,4,2.57,32,512,1044,2200,3244,2450.24,1.32,15.2,17764
Acer,Student,Apple,NVIDIA,RTX 3050,2,3.0,8,512,664,1500,2164,1618.98,1.34,14.1,11738
Dell,Student,Apple,NVIDIA,RTX 3060,2,3.4,64,128,586,2200,2786,2275.08,1.22,14.5,16494
HP,Student,Apple,NVIDIA,RTX 3050,4,2.77,4,256,836,1500,2336,1772.2,1.32,14.2,12848
Dell,Student,Intel,AMD,RTX 3060,4,1.14,32,2048,1296,2200,3496,2709.35,1.29,14.2,19643
Lenovo,Student,Intel,NVIDIA,RX 6600,2,2.76,32,1024,726,2000,2726,2100.12,1.3,15.2,15226
Acer,Student,Intel,NVIDIA,RX 6600,2,1.97,8,2048,896,2000,2896,2277.81,1.27,13.5,16514
MSI,Student,Apple,Intel,RTX 3050,2,2.04,64,128,910,1500,2410,1930.72,1.25,12.8,13998
MSI,Student,AMD,NVIDIA,RTX 3060,4,1.51,4,1024,1160,2200,3360,2447.0,1.37,14.4,17741
Asus,Student,AMD,Intel,RTX 3050,4,2.25,4,128,996,1500,2496,1804.61,1.38,15.1,13083
Lenovo,Student,AMD,Intel,Iris Xe,4,1.71,64,512,1432,900,2332,1797.08,1.3,14.6,13029
Dell,Student,Intel,NVIDIA,RTX 3050,2,1.03,16,1024,848,1500,2348,1908.03,1.23,12.2,13833
Apple,Student,AMD,AMD,RX 6700,2,1.51,16,1024,413,2800,3213,2534.84,1.27,14.0,18378
MSI,Student,Intel,AMD,RTX 3060,2,2.96,64,2048,768,2200,2968,2632.01,1.13,14.3,19082
Dell,Student,Intel,AMD,RX 6700,2,3.05,8,512,512,2800,3312,2527.48,1.31,15.8,18324
HP,Student,Intel,AMD,RTX 3060,2,2.71,8,512,976,2200,3176,2300.17,1.38,13.8,16676
Acer,Student,Intel,Intel,RTX 3050,4,1.18,64,2048,1508,1500,3008,2406.1,1.25,13.9,17444
Asus,Student,Apple,Intel,RTX 3050,4,2.19,16,128,884,1500,2384,1815.99,1.31,13.6,13166
Acer,Student,Apple,AMD,RX 6600,6,2.73,16,2048,1410,2000,3410,2638.31,1.29,14.0,19128
Lenovo,Student,AMD,Intel,RTX 3060,4,2.4,64,1024,1268,2200,3468,2881.63,1.2,14.2,20892
Asus,Student,Intel,AMD,RX 6600,2,2.89,64,1024,1094,2000,3094,2606.17,1.19,11.9,18895
HP,Student,AMD,AMD,RTX 3060,2,2.91,16,512,476,2200,2676,1977.25,1.35,13.8,14335
Apple,Student,Apple,NVIDIA,Iris Xe,4,1.36,16,128,2092,900,2992,2021.88,1.48,12.7,14659
HP,Student,Apple,AMD,Iris Xe,6,3.59,64,512,1841,900,2741,2121.57,1.29,13.8,15381
MSI,Student,AMD,NVIDIA,RX 6600,2,3.79,8,2048,968,2000,2968,2292.41,1.29,14.8,16620
Lenovo,Student,Intel,Intel,Iris Xe,6,2.05,4,512,2129,900,3029,1862.32,1.63,14.9,13502
Asus,Student,Apple,NVIDIA,RX 6600,2,1.49,16,512,1038,2000,3038,2347.65,1.29,15.3,17020
Dell,Student,Apple,NVIDIA,RTX 3050,4,1.53,64,256,1456,1500,2956,2306.39,1.28,13.9,16721
Lenovo,Student,Apple,AMD,RTX 3050,4,3.14,16,1024,1424,1500,2924,2099.05,1.39,14.4,15218
Dell,Student,AMD,NVIDIA,RTX 3060,2,2.29,4,128,500,2200,2700,2052.16,1.32,14.6,14878
Apple,Student,Apple,AMD,RX 6600,2,2.93,4,512,734,2000,2734,2022.5,1.35,14.3,14663
MSI,Student,Apple,AMD,RTX 3050,2,1.45,16,512,811,1500,2311,1733.77,1.33,14.9,12570
Dell,Student,AMD,AMD,RX 6700,2,2.24,8,2048,686,2800,3486,2716.53,1.28,14.0,19695
Asus,Student,Apple,NVIDIA,RX 6600,2,1.91,16,1024,662,2000,2662,2082.38,1.28,13.7,15097
Dell,Student,AMD,NVIDIA,RTX 3060,4,2.58,32,256,1300,2200,3500,2592.42,1.35,11.5,18795
Apple,Student,Apple,AMD,RTX 3060,2,2.61,8,2048,972,2200,3172,2502.9,1.27,12.6,18146
Lenovo,Student,Apple,NVIDIA,Iris Xe,8,1.08,32,1024,1728,900,2628,1856.86,1.42,14.5,13462
Acer,Student,AMD,AMD,RX 6600,4,3.29,4,2048,1092,2000,3092,2257.1,1.37,13.8,16364
Apple,Student,Apple,NVIDIA,Iris Xe,4,2.52,16,128,1692,900,2592,1807.29,1.43,15.5,13103
Apple,Student,Apple,AMD,RTX 3050,6,1.55,8,512,1446,1500,2946,1990.35,1.48,13.9,14430
Acer,Student,Apple,Intel,Iris Xe,6,3.74,64,1024,2429,900,3329,2417.33,1.38,14.0,17526
MSI,Student,Intel,AMD,RX 6600,2,1.49,32,512,463,2000,2463,1922.44,1.28,13.6,13938
Apple,Student,AMD,AMD,RTX 3050,2,1.96,16,2048,748,1500,2248,1988.01,1.13,15.0,14413
Apple,Student,Intel,AMD,Iris Xe,4,2.05,64,256,1955,900,2855,2163.42,1.32,13.0,15685
Acer,Student,Intel,AMD,RX 6600,2,3.18,8,256,606,2000,2606,1823.95,1.43,13.2,13224
Asus,Student,AMD,Intel,RTX 3050,2,2.05,4,128,600,1500,2100,1466.72,1.43,15.4,10634
Asus,Student,AMD,AMD,Iris Xe,4,1.7,8,128,2052,900,2952,1942.86,1.52,11.9,14086
Apple,Student,Intel,NVIDIA,RTX 3050,2,2.23,4,128,758,1500,2258,1752.48,1.29,14.8,12705
MSI,Student,Apple,AMD,RTX 3060,4,2.95,4,128,960,2200,3160,2115.65,1.49,14.6,15338
MSI,Student,Intel,NVIDIA,RX 6700,2,3.83,8,1024,472,2800,3272,2469.3,1.33,14.8,17902
Asus,Student,Apple,NVIDIA,RX 6600,2,2.05,32,128,852,2000,2852,2240.16,1.27,13.3,16241
Lenovo,Student,AMD,AMD,RTX 3050,6,1.16,32,512,1326,1500,2826,1974.49,1.43,13.5,14315
HP,Student,AMD,Intel,Iris Xe,4,3.44,64,256,1696,900,2596,2016.08,1.29,12.7,14617
Dell,Student,Intel,AMD,RTX 3060,2,2.5,16,128,1034,2200,3234,2425.61,1.33,14.2,17586
Asus,Student,AMD,NVIDIA,RTX 3060,2,1.0,16,1024,436,2200,2636,2208.11,1.19,13.2,16009
HP,Student,AMD,Intel,RTX 3060,2,1.29,64,256,1044,2200,3244,2499.61,1.3,16.1,18122
Dell,Student,AMD,Intel,RTX 3050,4,2.11,4,256,1476,1500,2976,2101.1,1.42,14.0,15233
MSI,Student,Intel,Intel,RTX 3060,4,3.09,16,128,1024,2200,3224,2395.72,1.35,12.3,17369
HP,Student,Intel,AMD,RTX 3060,2,1.95,4,1024,848,2200,3048,2322.2,1.31,12.6,16836
HP,Student,Intel,Intel,RTX 3050,4,2.11,4,128,1660,1500,3160,1967.33,1.61,14.7,14263
Lenovo,Student,Intel,AMD,RTX 3050,2,2.26,16,128,1016,1500,2516,1880.2,1.34,16.6,13631
HP,Student,Apple,Intel,RTX 3050,6,3.16,16,128,1458,1500,2958,2116.3,1.4,14.2,15343
Apple,Student,Apple,Intel,RTX 3060,4,1.96,16,1024,1252,2200,3452,2449.93,1.41,13.0,17762
HP,Student,Intel,AMD,RTX 3060,2,1.46,32,512,588,2200,2788,2257.68,1.23,12.3,16368
Asus,Student,AMD,Intel,RTX 3060,2,3.34,64,256,786,2200,2986,2362.37,1.26,11.4,17127
MSI,Student,AMD,Intel,RTX 3060,2,1.85,16,512,542,2200,2742,2156.32,1.27,12.3,15633
Acer,Student,Intel,Intel,Iris Xe,8,2.65,16,512,1968,900,2868,1968.05,1.46,11.5,14268
HP,Student,Apple,AMD,Iris Xe,6,1.11,64,256,2256,900,3156,2395.87,1.32,14.0,17370
MSI,Student,AMD,NVIDIA,RX 6600,2,3.74,64,128,678,2000,2678,2181.14,1.23,13.6,15813
Asus,Student,Intel,AMD,Iris Xe,4,2.7,16,256,1456,900,2356,1581.1,1.49,15.0,11463
Asus,Student,Intel,Intel,RTX 3060,2,1.2,4,1024,520,2200,2720,1978.73,1.37,13.1,14346
Apple,Student,Apple,Intel,RX 6600,4,2.11,16,512,1380,2000,3380,2419.35,1.4,13.8,17540
Asus,Student,Apple,AMD,RTX 3060,2,2.39,8,256,594,2200,2794,2082.95,1.34,15.4,15101
HP,Student,Intel,AMD,RX 6700,2,3.67,8,512,492,2800,3292,2493.38,1.32,13.8,18077
MSI,Student,Intel,Intel,RX 6600,2,3.14,16,128,606,2000,2606,2092.61,1.25,15.0,15171
Asus,Student,Apple,Intel,RTX 3050,2,3.23,4,256,1098,1500,2598,1914.93,1.36,14.2,13883
Apple,Student,AMD,AMD,RTX 3060,2,2.77,64,128,548,2200,2748,2420.33,1.14,14.2,17547
MSI,Student,Apple,Intel,RTX 3050,2,3.87,32,128,778,1500,2278,1732.97,1.31,13.3,12564
MSI,Student,Apple,Intel,Iris Xe,8,1.99,8,2048,1648,900,2548,1793.68,1.42,13.9,13004
Asus,Student,Apple,NVIDIA,Iris Xe,4,3.96,8,128,2023,900,2923,1935.3,1.51,13.3,14031
Apple,Student,Apple,AMD,RX 6600,2,1.11,16,2048,800,2000,2800,2317.79,1.21,16.3,16804
Lenovo,Student,Apple,Intel,RX 6600,2,3.64,16,1024,968,2000,2968,2313.69,1.28,13.7,16774
Lenovo,Student,Intel,NVIDIA,RTX 3050,6,1.57,64,256,1662,1500,3162,2356.5,1.34,11.6,17085
Asus,Student,Apple,Intel,Iris Xe,4,3.74,32,128,2108,900,3008,1928.52,1.56,12.8,13982
Lenovo,Student,Apple,AMD,RTX 3050,2,2.42,32,1024,598,1500,2098,1661.4,1.26,13.6,12045
MSI,Student,AMD,Intel,RX 6700,2,2.88,8,2048,404,2800,3204,2696.39,1.19,16.2,19549
MSI,Student,Intel,NVIDIA,RTX 3060,2,3.4,4,512,803,2200,3003,2096.07,1.43,13.3,15197
HP,Student,Apple,Intel,RX 6600,2,3.21,64,2048,853,2000,2853,2593.7,1.1,14.0,18804
Acer,Student,Apple,AMD,Iris Xe,4,2.3,64,1024,1596,900,2496,2148.46,1.16,14.5,15576
MSI,Student,Intel,AMD,RTX 3050,4,2.72,64,2048,1024,1500,2524,2362.2,1.07,15.8,17126
Acer,Student,Apple,NVIDIA,RTX 3070,2,2.67,64,128,466,3000,3466,2928.35,1.18,14.9,21231
Lenovo,Student,AMD,Intel,RX 6600,2,3.4,8,512,900,2000,2900,2193.73,1.32,13.6,15905
Apple,Student,Apple,NVIDIA,RX 6700,2,2.28,32,256,612,2800,3412,2689.02,1.27,14.1,19495
Apple,Student,Intel,Intel,RTX 3060,4,3.73,8,256,1028,2200,3228,2220.17,1.45,14.3,16096
Acer,Student,Apple,Intel,Iris Xe,8,1.9,16,2048,2000,900,2900,1985.44,1.46,14.7,14394
HP,Student,AMD,NVIDIA,RTX 3060,2,3.35,64,1024,1024,2200,3224,2705.86,1.19,15.2,19617
Asus,Student,Intel,Intel,RX 6600,2,2.78,8,256,598,2000,2598,1828.78,1.42,14.0,13259
Apple,Student,Intel,NVIDIA,Iris Xe,6,3.19,4,512,1284,900,2184,1538.98,1.42,13.5,11158
Acer,Student,Apple,Intel,RX 6600,4,1.1,64,1024,1488,2000,3488,2855.32,1.22,14.3,20701
MSI,Student,Apple,AMD,RTX 3050,6,1.5,16,256,1560,1500,3060,2226.61,1.37,14.6,16143
Asus,Student,Intel,NVIDIA,RTX 3060,2,1.66,32,1024,478,2200,2678,2256.93,1.19,14.2,16363
MSI,Student,Intel,Intel,Iris Xe,6,3.84,64,128,2514,900,3414,2335.35,1.46,14.0,16931
Dell,Student,AMD,AMD,RX 6600,6,1.94,8,512,1416,2000,3416,2440.67,1.4,14.3,17695
Lenovo,Student,AMD,Intel,Iris Xe,6,2.35,32,512,2058,900,2958,2167.52,1.36,13.9,15715
Dell,Student,AMD,Intel,RTX 3050,4,1.13,32,1024,1496,1500,2996,2123.6,1.41,14.1,15396
Apple,Student,Apple,AMD,Iris Xe,4,2.26,32,256,2196,900,3096,2078.79,1.49,14.4,15071
Asus,Student,AMD,NVIDIA,RX 6600,6,3.2,32,128,1230,2000,3230,2441.49,1.32,14.9,17701
MSI,Student,Intel,Intel,Iris Xe,4,2.64,64,2048,1240,900,2140,1948.12,1.1,11.6,14124
Asus,Student,Intel,AMD,RX 6600,2,1.38,64,128,948,2000,2948,2467.96,1.19,15.6,17893
MSI,Student,Apple,Intel,RX 6600,4,1.25,16,1024,1304,2000,3304,2483.01,1.33,13.6,18002
Asus,Student,Intel,AMD,RX 6600,2,3.2,4,128,758,2000,2758,1964.14,1.4,14.3,14240
Lenovo,Student,AMD,Intel,RTX 3050,6,2.26,16,1024,1272,1500,2772,2153.95,1.29,14.9,15616
Lenovo,Student,Apple,Intel,Iris Xe,4,2.58,32,1024,1680,900,2580,1792.12,1.44,14.9,12993
HP,Student,AMD,AMD,Iris Xe,8,1.83,64,512,1928,900,2828,2145.8,1.32,15.5,15557
Lenovo,Student,AMD,AMD,RTX 3050,8,3.51,8,256,1855,1500,3355,2165.79,1.55,15.2,15702
Acer,Student,Intel,AMD,Iris Xe,4,2.56,64,512,2120,900,3020,2254.63,1.34,13.9,16346
Dell,Student,AMD,NVIDIA,Iris Xe,6,3.01,32,2048,2279,900,3179,2379.95,1.34,13.8,17255
MSI,Student,Apple,AMD,RX 6600,4,3.55,16,512,1464,2000,3464,2447.9,1.42,14.9,17747
HP,Student,Intel,Intel,RTX 3050,2,3.07,64,256,602,1500,2102,1955.29,1.08,11.2,14176
Asus,Student,AMD,Intel,RTX 3050,8,2.81,8,512,1768,1500,3268,2270.38,1.44,14.1,16460
Asus,Student,Intel,Intel,RX 6600,4,1.06,64,256,1388,2000,3388,2567.2,1.32,14.9,18612
Acer,Student,Intel,NVIDIA,Iris Xe,6,2.5,8,256,1536,900,2436,1596.97,1.53,15.3,11578
Dell,Student,Apple,NVIDIA,RTX 3060,2,3.35,32,128,492,2200,2692,2199.68,1.22,14.8,15948
Acer,Student,Apple,Intel,Iris Xe,8,2.53,8,512,2568,900,3468,2064.15,1.68,13.8,14965
HP,Student,Apple,AMD,Iris Xe,6,3.58,64,256,2370,900,3270,2335.62,1.4,14.5,16933
MSI,Student,AMD,AMD,Iris Xe,4,3.78,64,512,1836,900,2736,2090.42,1.31,14.4,15156
Lenovo,Student,AMD,AMD,RX 6600,4,1.63,32,512,1448,2000,3448,2594.69,1.33,13.6,18812
Dell,Student,AMD,AMD,Iris Xe,6,2.95,16,1024,1782,900,2682,1841.53,1.46,14.0,13351
Asus,Student,Intel,NVIDIA,RTX 3060,2,3.01,64,256,409,2200,2609,2335.24,1.12,12.4,16930
Asus,Student,AMD,Intel,RTX 3060,4,3.06,16,256,1256,2200,3456,2494.88,1.39,14.1,18088
Apple,Student,AMD,Intel,RX 6600,4,3.8,8,512,876,2000,2876,2064.35,1.39,15.0,14967
Lenovo,Student,Apple,AMD,RTX 3050,6,1.45,32,256,1326,1500,2826,1966.96,1.44,14.6,14260
Dell,Student,Apple,AMD,RTX 3050,4,1.08,8,128,1368,1500,2868,1998.31,1.44,14.8,14488
MSI,Student,Intel,NVIDIA,RTX 3050,2,2.84,32,1024,1003,1500,2503,1884.01,1.33,14.7,13659
MSI,Student,Apple,NVIDIA,RX 6700,2,3.84,64,1024,628,2800,3428,2878.33,1.19,15.3,20868
Lenovo,Student,AMD,Intel,RTX 3060,2,1.23,16,1024,672,2200,2872,2229.2,1.29,13.2,16162
