Brand,Usage_Type,CPU_Brand,CPU_Cores,CPU_Frequency_GHz,GPU_Brand,GPU_Model,RAM_GB,Storage_GB,Screen_Size,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio
Acer,Student,AMD,4,2.4,AMD,AMD Radeon,8,256.0,15.6,957,1220,1115,787,1.42
ASUS,Basic,AMD,2,2.3,AMD,AMD Radeon,8,256.0,14.0,458,449,452,544,0.83
Dell,Professional,AMD,6,3.0,AMD,AMD Radeon,16,512.0,13.3,1816,3197,2645,1919,1.38
HP,Professional,Intel,8,3.9,NVIDIA,NVIDIA GeForce,16,1024.0,17.3,3084,3622,3407,1323,2.58
HP,Basic,Intel,4,2.5,AMD,AMD Radeon,8,512.0,15.6,1007,663,801,210,3.81
Lenovo,Professional,Intel,6,3.5,NVIDIA,NVIDIA RTX,16,1024.0,15.6,2080,2263,2190,1561,1.4
Lenovo,Student,Intel,6,2.6,Intel,Intel UHD,8,256.0,13.3,1550,1485,1511,851,1.78
Lenovo,Gaming,Intel,8,5.2,NVIDIA,NVIDIA RTX,32,512.0,13.3,4180,13310,9658,2626,3.68
MSI,Student,Intel,4,2.9,Intel,Intel UHD,16,512.0,17.3,1167,1233,1207,587,2.06
Dell,Student,Intel,4,2.4,Intel,Intel UHD,16,512.0,14.0,968,731,826,482,1.71
Lenovo,Professional,Intel,8,3.4,NVIDIA,NVIDIA RTX,32,512.0,15.6,2708,2960,2860,1925,1.49
Dell,Basic,AMD,2,1.8,AMD,AMD Radeon,4,256.0,15.6,351,594,497,357,1.39
Dell,Professional,Intel,8,2.6,NVIDIA,NVIDIA RTX,32,512.0,15.6,2096,1946,2006,1045,1.92
ASUS,Professional,Intel,6,2.6,NVIDIA,NVIDIA RTX,16,512.0,14.0,1585,3994,3030,1552,1.95
Dell,Professional,Intel,8,3.3,AMD,AMD Radeon,16,512.0,17.3,2663,1627,2041,1062,1.92
Dell,Student,Intel,4,2.3,AMD,AMD Radeon,8,512.0,16.0,914,528,682,840,0.81
ASUS,Professional,Intel,6,4.2,NVIDIA,NVIDIA RTX,16,1024.0,13.3,2549,1529,1937,1875,1.03
Acer,Student,AMD,6,2.8,AMD,AMD Radeon,8,256.0,14.0,1674,1382,1499,545,2.75
MSI,Basic,Intel,4,2.5,AMD,AMD Radeon,8,256.0,16.0,1001,411,647,440,1.47
Dell,Student,Intel,6,2.2,Intel,Intel Iris Xe,16,256.0,17.3,1299,1076,1165,468,2.49
Dell,Basic,Intel,2,2.6,Intel,Intel UHD,4,128.0,14.0,522,513,516,333,1.55
ASUS,Student,Intel,4,2.7,Intel,Intel UHD,8,512.0,15.6,1098,967,1019,782,1.3
ASUS,Student,AMD,4,2.7,AMD,AMD Radeon,16,256.0,14.0,1075,1069,1071,889,1.2
ASUS,Student,AMD,6,3.0,Intel,Intel UHD,16,512.0,14.0,1821,802,1209,640,1.89
Dell,Gaming,Intel,8,5.3,NVIDIA,NVIDIA RTX,32,1024.0,16.0,4249,11801,8780,3668,2.39
ASUS,Student,Intel,6,3.5,Intel,Intel UHD,16,256.0,15.6,2078,922,1384,449,3.08
HP,Gaming,Intel,8,3.4,NVIDIA,NVIDIA RTX,32,1024.0,15.6,2735,6221,4827,1371,3.52
Lenovo,Gaming,AMD,8,3.3,NVIDIA,NVIDIA RTX,16,1024.0,16.0,2613,10622,7419,1597,4.65
Dell,Basic,AMD,2,2.3,Intel,Intel UHD,4,128.0,15.6,462,459,460,283,1.63
Dell,Basic,Intel,2,1.6,Intel,Intel UHD,4,128.0,13.3,324,505,432,198,2.18
Dell,Gaming,Intel,12,5.4,AMD,AMD Radeon,32,512.0,15.6,6457,7792,7258,3345,2.17
ASUS,Professional,Intel,6,3.9,NVIDIA,NVIDIA RTX,16,512.0,15.6,2313,3691,3140,1826,1.72
HP,Student,Intel,6,3.1,Intel,Intel UHD,16,256.0,16.0,1856,1469,1624,809,2.01
HP,Professional,Intel,12,2.9,NVIDIA,NVIDIA GeForce,16,1024.0,14.0,3438,2973,3159,1671,1.89
HP,Student,Intel,6,3.3,Intel,Intel Iris Xe,8,512.0,15.6,2006,1015,1411,402,3.51
MSI,Basic,AMD,2,1.8,AMD,AMD Radeon,4,128.0,16.0,353,215,270,393,0.69
Dell,Basic,Intel,2,2.6,Intel,Intel UHD,8,128.0,16.0,524,770,672,297,2.26
HP,Student,AMD,4,3.1,AMD,AMD Radeon,16,512.0,16.0,1247,1144,1185,525,2.26
Dell,Professional,Intel,6,4.4,NVIDIA,NVIDIA RTX,32,512.0,15.6,2634,2843,2760,803,3.44
Dell,Professional,Intel,8,3.8,AMD,AMD Radeon,32,512.0,17.3,3038,3482,3304,1467,2.25
Dell,Student,Intel,6,2.9,Intel,Intel Iris Xe,8,512.0,13.3,1712,932,1244,639,1.95
HP,Gaming,Intel,8,4.7,NVIDIA,NVIDIA RTX,16,2048.0,15.6,3750,6848,5608,2243,2.5
ASUS,Professional,Intel,8,3.5,NVIDIA,NVIDIA RTX,16,1024.0,14.0,2772,1137,1791,2458,0.73
Dell,Professional,AMD,8,4.3,AMD,AMD Radeon,16,512.0,15.6,3455,3527,3498,1004,3.48
Dell,Gaming,Intel,8,5.2,AMD,AMD Radeon,16,1024.0,15.6,4151,7210,5986,2240,2.67
Lenovo,Gaming,AMD,16,5.2,NVIDIA,NVIDIA GeForce,16,512.0,14.0,8348,7969,8120,1474,5.51
Razer,Gaming,Intel,12,3.2,AMD,AMD Radeon,16,1024.0,17.3,3816,5581,4875,1115,4.37
Lenovo,Basic,Intel,4,1.7,AMD,AMD Radeon,8,256.0,16.0,684,345,481,330,1.46
HP,Student,Intel,6,3.2,AMD,AMD Radeon,8,512.0,15.6,1932,1396,1610,809,1.99
Lenovo,Gaming,AMD,8,4.2,AMD,AMD Radeon,32,1024.0,15.6,3393,6580,5306,2328,2.28
HP,Student,Intel,6,3.2,Intel,Intel UHD,8,256.0,13.3,1903,1469,1642,776,2.12
ASUS,Professional,AMD,8,4.0,NVIDIA,NVIDIA RTX,32,1024.0,16.0,3172,1573,2212,836,2.65
HP,Student,Intel,4,3.3,AMD,AMD Radeon,8,512.0,17.3,1329,777,998,377,2.65
HP,Gaming,AMD,16,3.3,NVIDIA,NVIDIA RTX,32,512.0,13.3,5221,5466,5368,3860,1.39
Lenovo,Professional,Intel,12,3.2,AMD,AMD Radeon,16,512.0,16.0,3817,3056,3360,1938,1.73
Lenovo,Student,Intel,6,3.1,Intel,Intel UHD,8,512.0,14.0,1857,1352,1554,910,1.71
Acer,Gaming,Intel,12,4.9,AMD,AMD Radeon,16,1024.0,14.0,5848,10206,8463,1363,6.21
Dell,Basic,AMD,4,2.3,AMD,AMD Radeon,8,256.0,15.6,916,252,518,289,1.79
Apple,Basic,Intel,2,2.4,AMD,AMD Radeon,4,256.0,15.6,474,452,461,150,3.07
Lenovo,Student,AMD,4,2.7,AMD,AMD Radeon,8,512.0,15.6,1098,1436,1301,527,2.47
HP,Student,Intel,6,2.1,AMD,AMD Radeon,8,256.0,14.0,1237,947,1063,335,3.17
MSI,Professional,AMD,12,4.1,AMD,AMD Radeon,16,512.0,15.6,4947,2218,3310,1614,2.05
HP,Basic,Intel,4,2.3,Intel,Intel UHD,4,128.0,14.0,900,285,531,323,1.64
Acer,Professional,AMD,8,3.9,AMD,AMD Radeon,32,1024.0,14.0,3107,3753,3495,2271,1.54
Dell,Student,Intel,4,2.4,Intel,Intel UHD,16,512.0,15.6,968,720,819,436,1.88
Acer,Professional,AMD,8,3.6,NVIDIA,NVIDIA RTX,32,512.0,17.3,2900,2778,2827,1657,1.71
Acer,Basic,AMD,2,2.6,Intel,Intel Iris Xe,4,512.0,16.0,525,788,683,314,2.18
ASUS,Student,AMD,6,3.1,AMD,AMD Radeon,8,256.0,15.6,1854,957,1316,751,1.75
ASUS,Student,AMD,6,3.4,Intel,Intel UHD,16,256.0,15.6,2060,820,1316,515,2.56
Apple,Professional,AMD,12,3.4,AMD,AMD Radeon,32,512.0,16.0,4130,1010,2258,1390,1.62
Lenovo,Student,Intel,6,2.2,Intel,Intel UHD,8,512.0,17.3,1346,1314,1327,573,2.32
HP,Student,Intel,4,2.2,AMD,AMD Radeon,8,512.0,15.6,873,677,755,538,1.4
Lenovo,Basic,Intel,2,2.2,Intel,Intel UHD,8,256.0,13.3,432,478,460,150,3.07
HP,Basic,AMD,4,2.0,AMD,AMD Radeon,8,128.0,14.0,817,295,504,395,1.28
Dell,Professional,Intel,8,4.0,NVIDIA,NVIDIA RTX,32,512.0,15.6,3236,3841,3599,2337,1.54
HP,Professional,Intel,6,4.0,AMD,AMD Radeon,16,512.0,15.6,2422,1657,1963,2360,0.83
ASUS,Basic,AMD,4,2.7,AMD,AMD Radeon,4,128.0,17.3,1100,236,581,327,1.78
Dell,Gaming,AMD,8,4.6,AMD,AMD Radeon,32,1024.0,13.3,3652,9359,7077,2403,2.95
ASUS,Professional,Intel,6,4.2,NVIDIA,NVIDIA RTX,32,512.0,14.0,2498,1401,1840,1879,0.98
Dell,Student,AMD,6,3.0,AMD,AMD Radeon,16,512.0,14.0,1811,828,1221,517,2.36
Dell,Student,AMD,6,3.2,AMD,AMD Radeon,8,256.0,15.6,1921,754,1220,838,1.46
Dell,Gaming,Intel,12,5.4,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,6513,10763,9063,2424,3.74
Lenovo,Student,AMD,6,3.2,Intel,Intel Iris Xe,8,512.0,15.6,1925,736,1212,445,2.72
ASUS,Professional,Intel,8,2.8,NVIDIA,NVIDIA RTX,32,1024.0,15.6,2228,2245,2238,824,2.72
Dell,Gaming,Intel,12,4.4,NVIDIA,NVIDIA RTX,32,1024.0,15.6,5220,10402,8329,1153,7.22
Dell,Professional,AMD,8,2.6,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,2113,1931,2004,911,2.2
ASUS,Student,Intel,6,2.2,Intel,Intel Iris Xe,8,256.0,17.3,1298,969,1101,765,1.44
Lenovo,Student,Intel,6,2.2,Intel,Intel UHD,8,256.0,13.3,1342,1283,1307,564,2.32
HP,Student,Intel,4,2.1,Intel,Intel UHD,16,512.0,16.0,853,1042,967,696,1.39
ASUS,Student,Intel,4,3.4,Intel,Intel Iris Xe,8,256.0,15.6,1374,563,887,438,2.03
Acer,Basic,Intel,4,2.7,Intel,Intel UHD,8,256.0,15.6,1076,485,721,315,2.29
Acer,Professional,AMD,12,4.4,AMD,AMD Radeon,32,512.0,15.6,5295,2334,3518,2076,1.69
Lenovo,Student,AMD,6,2.0,Intel,Intel Iris Xe,8,512.0,14.0,1208,1018,1094,627,1.74
Dell,Professional,Intel,8,3.8,NVIDIA,NVIDIA RTX,32,1024.0,14.0,3005,2667,2802,1872,1.5
ASUS,Gaming,Intel,16,4.7,AMD,AMD Radeon,32,1024.0,15.6,7484,5564,6332,2676,2.37
HP,Student,Intel,6,3.0,Intel,Intel Iris Xe,16,256.0,15.6,1808,540,1047,888,1.18
Dell,Student,AMD,6,2.7,AMD,AMD Radeon,8,256.0,14.0,1610,1024,1259,759,1.66
Lenovo,Gaming,Intel,12,4.0,NVIDIA,NVIDIA GeForce,16,2048.0,14.0,4761,5593,5260,3943,1.33
Lenovo,Gaming,AMD,8,4.0,NVIDIA,NVIDIA RTX,16,512.0,15.6,3201,8221,6213,3009,2.06
HP,Professional,AMD,6,3.1,NVIDIA,NVIDIA GeForce,16,512.0,13.3,1852,3358,2756,1407,1.96
Lenovo,Professional,Intel,6,3.0,AMD,AMD Radeon,32,1024.0,15.6,1784,2604,2276,912,2.5
Dell,Student,AMD,4,2.6,AMD,AMD Radeon,8,512.0,16.0,1027,1017,1021,797,1.28
Lenovo,Professional,AMD,6,2.6,AMD,AMD Radeon,16,512.0,14.0,1551,2261,1977,1414,1.4
HP,Professional,Intel,8,3.1,AMD,AMD Radeon,16,1024.0,15.6,2507,2650,2593,2023,1.28
Dell,Gaming,Intel,8,4.7,NVIDIA,NVIDIA RTX,16,2048.0,15.6,3798,14505,10223,3141,3.25
HP,Gaming,Intel,12,3.3,NVIDIA,NVIDIA GeForce,16,512.0,15.6,3908,9439,7227,1156,6.25
ASUS,Basic,Intel,4,2.5,Intel,Intel UHD,4,256.0,13.3,980,733,832,280,2.97
Acer,Student,Intel,4,2.3,AMD,AMD Radeon,16,256.0,15.6,934,1053,1005,519,1.94
ASUS,Basic,Intel,2,2.6,Intel,Intel UHD,8,256.0,15.6,516,371,429,275,1.56
HP,Student,AMD,6,2.0,AMD,AMD Radeon,16,512.0,15.6,1213,1075,1130,748,1.51
Apple,Basic,Intel,2,2.1,Intel,Intel UHD,4,256.0,15.6,419,408,412,406,1.01
HP,Gaming,Intel,12,5.3,AMD,AMD Radeon,16,2048.0,15.6,6326,6498,6429,2861,2.25
Lenovo,Gaming,AMD,12,4.9,AMD,AMD Radeon,16,2048.0,13.3,5906,12872,10086,2849,3.54
MSI,Student,Intel,6,2.4,AMD,AMD Radeon,16,512.0,16.0,1447,1370,1401,648,2.16
Acer,Professional,Intel,6,4.4,AMD,AMD Radeon,32,1024.0,13.3,2612,2402,2486,1352,1.84
Apple,Basic,Intel,2,2.3,Intel,Intel Iris Xe,4,128.0,15.6,454,445,449,183,2.45
ASUS,Student,AMD,4,3.2,Intel,Intel UHD,8,256.0,15.6,1300,1491,1414,597,2.37
ASUS,Student,Intel,4,2.6,Intel,Intel UHD,8,256.0,13.3,1034,679,821,843,0.97
HP,Basic,Intel,2,2.0,AMD,AMD Radeon,4,128.0,17.3,398,213,287,401,0.72
Acer,Student,AMD,6,3.4,AMD,AMD Radeon,8,512.0,15.6,2049,1174,1524,386,3.95
HP,Gaming,Intel,16,3.2,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,5194,7524,6592,1202,5.48
HP,Professional,Intel,12,3.8,NVIDIA,NVIDIA GeForce,32,1024.0,16.0,4591,1374,2661,1684,1.58
Acer,Professional,Intel,8,3.7,AMD,AMD Radeon,16,1024.0,15.6,2966,1061,1823,1547,1.18
Lenovo,Professional,Intel,12,4.4,NVIDIA,NVIDIA RTX,32,512.0,15.6,5301,1431,2979,1784,1.67
Dell,Student,Intel,4,3.0,AMD,AMD Radeon,8,256.0,15.6,1194,567,818,718,1.14
ASUS,Basic,Intel,4,1.9,AMD,AMD Radeon,8,256.0,15.6,760,564,642,165,3.89
Acer,Basic,AMD,2,1.6,AMD,AMD Radeon,4,256.0,16.0,326,602,492,329,1.5
HP,Professional,Intel,8,3.1,AMD,AMD Radeon,16,1024.0,16.0,2469,2351,2398,1349,1.78
MSI,Basic,Intel,2,2.5,AMD,AMD Radeon,4,512.0,15.6,500,337,402,479,0.84
Dell,Student,AMD,4,2.6,AMD,AMD Radeon,16,512.0,13.3,1033,765,872,720,1.21
Apple,Student,Intel,6,3.0,AMD,AMD Radeon,16,512.0,17.3,1827,507,1035,651,1.59
ASUS,Professional,AMD,12,3.5,NVIDIA,NVIDIA RTX,16,512.0,15.6,4176,1426,2526,2007,1.26
HP,Professional,AMD,8,4.3,NVIDIA,NVIDIA RTX,16,1024.0,13.3,3409,3742,3609,1604,2.25
HP,Student,AMD,4,2.0,Intel,Intel UHD,16,512.0,14.0,802,1073,964,741,1.3
MSI,Basic,AMD,2,2.3,Intel,Intel Iris Xe,8,256.0,14.0,454,382,411,409,1.0
Dell,Student,Intel,4,2.8,AMD,AMD Radeon,8,256.0,14.0,1109,1259,1199,709,1.69
HP,Basic,Intel,4,2.0,AMD,AMD Radeon,8,128.0,14.0,790,615,685,474,1.45
Dell,Basic,AMD,2,2.4,AMD,AMD Radeon,4,256.0,15.6,471,290,362,515,0.7
ASUS,Gaming,Intel,16,4.8,NVIDIA,NVIDIA RTX,32,1024.0,15.6,7735,7981,7883,2678,2.94
Dell,Basic,Intel,2,2.1,AMD,AMD Radeon,4,128.0,15.6,416,393,402,210,1.91
Acer,Basic,AMD,2,1.9,Intel,Intel UHD,4,128.0,15.6,389,384,386,252,1.53
Apple,Student,AMD,4,3.4,AMD,AMD Radeon,8,256.0,16.0,1348,1020,1151,805,1.43
Dell,Basic,Intel,2,2.1,AMD,AMD Radeon,4,128.0,17.3,417,386,398,196,2.03
Dell,Basic,Intel,4,1.9,Intel,Intel Iris Xe,4,128.0,15.6,742,786,768,225,3.41
ASUS,Basic,Intel,2,2.1,Intel,Intel Iris Xe,8,128.0,13.3,411,482,454,342,1.33
Lenovo,Student,AMD,6,2.9,Intel,Intel Iris Xe,8,512.0,13.3,1755,957,1276,851,1.5
Apple,Student,Intel,4,2.5,Intel,Intel UHD,16,256.0,16.0,998,1475,1284,395,3.25
ASUS,Professional,AMD,8,3.3,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,2673,1326,1865,1770,1.05
Dell,Basic,AMD,2,2.4,Intel,Intel UHD,8,128.0,16.0,474,612,557,234,2.38
Acer,Student,Intel,6,2.0,Intel,Intel UHD,16,256.0,15.6,1209,511,790,833,0.95
ASUS,Professional,AMD,12,3.9,NVIDIA,NVIDIA RTX,16,512.0,14.0,4664,3467,3946,1537,2.57
ASUS,Gaming,Intel,16,5.3,AMD,AMD Radeon,32,512.0,16.0,8405,9272,8926,3996,2.23
Lenovo,Student,AMD,4,2.9,AMD,AMD Radeon,16,256.0,17.3,1148,848,968,732,1.32
Dell,Student,Intel,6,3.2,Intel,Intel UHD,8,256.0,13.3,1893,1474,1642,720,2.28
MSI,Student,Intel,6,2.1,AMD,AMD Radeon,8,256.0,13.3,1267,793,983,521,1.89
ASUS,Basic,Intel,2,2.2,Intel,Intel Iris Xe,4,256.0,13.3,438,415,424,375,1.13
Acer,Basic,AMD,2,2.2,AMD,AMD Radeon,4,256.0,16.0,439,663,573,316,1.81
Acer,Professional,AMD,8,2.9,AMD,AMD Radeon,16,512.0,13.3,2297,2122,2192,1692,1.3
Dell,Student,AMD,6,2.7,Intel,Intel Iris Xe,8,256.0,16.0,1597,1008,1244,531,2.34
ASUS,Basic,Intel,4,2.5,Intel,Intel UHD,4,256.0,13.3,1005,774,866,192,4.51
Dell,Gaming,Intel,12,4.6,AMD,AMD Radeon,32,512.0,14.0,5523,9519,7920,1592,4.97
ASUS,Basic,Intel,2,2.3,AMD,AMD Radeon,4,256.0,16.0,457,287,355,380,0.93
Dell,Basic,Intel,2,2.1,Intel,Intel UHD,4,128.0,17.3,414,202,287,313,0.92
ASUS,Professional,Intel,12,4.0,AMD,AMD Radeon,32,512.0,14.0,4834,3041,3758,820,4.58
MSI,Gaming,Intel,12,4.8,AMD,AMD Radeon,32,2048.0,14.0,5706,7889,7016,1231,5.7
ASUS,Student,Intel,4,3.2,AMD,AMD Radeon,8,512.0,15.6,1296,1314,1307,499,2.62
Dell,Student,Intel,6,3.1,Intel,Intel UHD,8,512.0,15.6,1842,765,1196,394,3.04
HP,Student,AMD,6,2.1,AMD,AMD Radeon,16,512.0,13.3,1281,605,875,886,0.99
ASUS,Professional,Intel,8,3.1,AMD,AMD Radeon,32,512.0,14.0,2472,1650,1979,1645,1.2
Lenovo,Gaming,Intel,12,5.1,AMD,AMD Radeon,16,1024.0,13.3,6092,7533,6957,3367,2.07
Razer,Gaming,AMD,8,3.8,NVIDIA,NVIDIA RTX,16,1024.0,14.0,3044,9737,7060,2555,2.76
Dell,Gaming,AMD,16,5.0,AMD,AMD Radeon,32,2048.0,13.3,8044,5689,6631,3670,1.81
Lenovo,Basic,AMD,2,1.7,AMD,AMD Radeon,4,256.0,13.3,338,498,434,455,0.95
Lenovo,Student,Intel,4,3.1,AMD,AMD Radeon,8,512.0,15.6,1240,1347,1304,761,1.71
MSI,Gaming,AMD,16,4.4,AMD,AMD Radeon,16,2048.0,16.0,7118,8942,8212,3032,2.71
HP,Student,Intel,6,2.2,AMD,AMD Radeon,8,256.0,14.0,1295,515,827,766,1.08
Razer,Gaming,Intel,8,4.8,AMD,AMD Radeon,32,1024.0,15.6,3826,14898,10469,2912,3.6
Dell,Basic,Intel,2,2.5,Intel,Intel Iris Xe,8,256.0,15.6,492,565,536,451,1.19
Lenovo,Professional,Intel,8,4.4,NVIDIA,NVIDIA RTX,32,1024.0,13.3,3542,3761,3673,1615,2.27
Dell,Student,Intel,6,2.2,AMD,AMD Radeon,8,256.0,15.6,1304,651,912,916,1.0
Apple,Gaming,Intel,8,5.5,NVIDIA,NVIDIA RTX,32,512.0,15.6,4371,10079,7796,1766,4.41
ASUS,Gaming,AMD,12,3.1,AMD,AMD Radeon,16,1024.0,14.0,3758,13592,9658,3703,2.61
Lenovo,Student,AMD,4,2.9,Intel,Intel UHD,16,256.0,15.6,1141,996,1054,612,1.72
ASUS,Student,Intel,6,2.3,Intel,Intel Iris Xe,8,256.0,17.3,1384,624,928,780,1.19
Acer,Basic,Intel,4,1.7,Intel,Intel UHD,4,128.0,16.0,670,509,573,266,2.15
Lenovo,Gaming,Intel,8,5.2,NVIDIA,NVIDIA GeForce,16,2048.0,16.0,4155,14542,10387,3833,2.71
Acer,Student,Intel,4,2.8,Intel,Intel UHD,16,512.0,15.6,1101,1341,1245,597,2.09
Acer,Basic,Intel,2,2.2,Intel,Intel Iris Xe,4,256.0,15.6,449,487,471,212,2.22
Acer,Student,Intel,6,2.1,AMD,AMD Radeon,8,512.0,17.3,1246,945,1065,443,2.4
HP,Basic,AMD,4,1.8,Intel,Intel Iris Xe,4,128.0,13.3,723,792,764,452,1.69
Lenovo,Basic,Intel,4,2.5,AMD,AMD Radeon,4,256.0,14.0,1000,516,710,461,1.54
HP,Professional,AMD,8,3.7,AMD,AMD Radeon,32,512.0,14.0,2998,3763,3457,2261,1.53
Dell,Student,Intel,6,2.4,AMD,AMD Radeon,16,512.0,16.0,1460,1275,1349,707,1.91
Lenovo,Professional,Intel,8,2.7,NVIDIA,NVIDIA GeForce,32,512.0,13.3,2135,3328,2851,827,3.45
HP,Student,AMD,4,3.1,AMD,AMD Radeon,8,256.0,15.6,1234,562,831,621,1.34
MSI,Professional,AMD,12,2.6,NVIDIA,NVIDIA GeForce,16,512.0,15.6,3098,1573,2183,1244,1.75
Lenovo,Student,Intel,4,2.6,AMD,AMD Radeon,8,512.0,17.3,1027,580,759,504,1.51
Dell,Gaming,Intel,16,5.0,NVIDIA,NVIDIA RTX,16,1024.0,15.6,7956,6371,7005,2635,2.66
Lenovo,Basic,AMD,2,2.7,AMD,AMD Radeon,4,128.0,13.3,542,233,357,308,1.16
HP,Student,Intel,6,2.1,Intel,Intel Iris Xe,16,256.0,15.6,1260,919,1055,824,1.28
Dell,Gaming,AMD,12,4.2,NVIDIA,NVIDIA RTX,32,512.0,15.6,4998,13839,10303,2568,4.01
ASUS,Gaming,Intel,12,4.9,NVIDIA,NVIDIA GeForce,32,512.0,15.6,5833,7167,6633,3504,1.89
Dell,Professional,Intel,8,3.1,AMD,AMD Radeon,16,1024.0,16.0,2463,1941,2150,1148,1.87
HP,Professional,Intel,8,3.3,AMD,AMD Radeon,32,1024.0,14.0,2643,3308,3042,1462,2.08
Dell,Student,Intel,4,2.8,Intel,Intel UHD,8,256.0,14.0,1136,1395,1292,504,2.56
ASUS,Student,AMD,4,3.3,AMD,AMD Radeon,8,256.0,15.6,1315,1499,1425,642,2.22
HP,Gaming,AMD,8,5.3,AMD,AMD Radeon,32,1024.0,17.3,4229,9901,7632,1051,7.26
HP,Student,AMD,4,3.4,Intel,Intel Iris Xe,8,512.0,16.0,1352,1357,1355,802,1.69
Dell,Student,Intel,6,2.0,Intel,Intel UHD,16,256.0,13.3,1212,1372,1308,519,2.52
Acer,Basic,AMD,4,1.7,Intel,Intel UHD,4,256.0,15.6,692,504,579,442,1.31
ASUS,Professional,AMD,8,4.0,NVIDIA,NVIDIA RTX,16,512.0,14.0,3222,2663,2887,2222,1.3
HP,Professional,Intel,8,3.6,NVIDIA,NVIDIA RTX,32,1024.0,16.0,2877,3329,3148,1149,2.74
ASUS,Gaming,AMD,12,4.9,AMD,AMD Radeon,16,512.0,15.6,5890,7143,6642,4007,1.66
Lenovo,Basic,Intel,2,2.4,Intel,Intel Iris Xe,4,512.0,15.6,485,423,448,380,1.18
HP,Gaming,AMD,8,3.9,NVIDIA,NVIDIA GeForce,16,2048.0,15.6,3116,13007,9051,1747,5.18
Dell,Basic,AMD,2,2.8,Intel,Intel UHD,8,256.0,15.6,554,337,424,158,2.68
Dell,Gaming,Intel,8,3.1,AMD,AMD Radeon,16,512.0,14.0,2506,7823,5696,3014,1.89
Acer,Professional,Intel,8,3.7,NVIDIA,NVIDIA RTX,16,1024.0,15.6,2930,2767,2832,790,3.58
ASUS,Student,Intel,6,2.4,Intel,Intel Iris Xe,16,512.0,15.6,1441,1341,1381,645,2.14
HP,Gaming,AMD,12,4.7,NVIDIA,NVIDIA RTX,16,2048.0,17.3,5668,7156,6561,2826,2.32
Lenovo,Professional,Intel,12,3.6,NVIDIA,NVIDIA RTX,16,1024.0,15.6,4373,3042,3575,1534,2.33
Razer,Gaming,AMD,8,5.2,NVIDIA,NVIDIA GeForce,16,512.0,17.3,4170,7971,6451,2692,2.4
Acer,Basic,Intel,4,2.1,Intel,Intel Iris Xe,4,128.0,16.0,837,469,616,433,1.42
Lenovo,Gaming,AMD,12,4.9,AMD,AMD Radeon,16,1024.0,15.6,5874,5069,5391,2289,2.36
Razer,Gaming,AMD,16,4.8,AMD,AMD Radeon,32,2048.0,15.6,7661,11234,9805,3695,2.65
Dell,Professional,Intel,8,2.6,NVIDIA,NVIDIA RTX,32,512.0,15.6,2080,3492,2927,1325,2.21
Lenovo,Basic,Intel,4,2.5,AMD,AMD Radeon,8,256.0,15.6,1007,516,712,261,2.73
Dell,Professional,Intel,6,4.3,NVIDIA,NVIDIA RTX,16,512.0,17.3,2551,1929,2178,1329,1.64
Apple,Professional,AMD,6,4.3,NVIDIA,NVIDIA RTX,32,1024.0,13.3,2555,2717,2652,1934,1.37
Lenovo,Basic,AMD,4,2.2,AMD,AMD Radeon,4,128.0,14.0,885,670,756,502,1.51
Dell,Basic,Intel,2,1.8,Intel,Intel Iris Xe,4,256.0,16.0,355,644,529,288,1.84
HP,Student,Intel,6,2.4,Intel,Intel UHD,8,256.0,13.3,1423,873,1093,818,1.34
MSI,Professional,Intel,12,3.1,AMD,AMD Radeon,16,1024.0,13.3,3760,1040,2128,1129,1.88
Lenovo,Professional,Intel,6,2.9,NVIDIA,NVIDIA RTX,16,1024.0,16.0,1753,1395,1538,925,1.66
HP,Student,Intel,4,2.8,AMD,AMD Radeon,8,256.0,16.0,1139,1488,1348,810,1.66
Dell,Student,Intel,6,3.3,Intel,Intel UHD,8,256.0,14.0,1962,1048,1414,654,2.16
Lenovo,Basic,AMD,4,2.8,Intel,Intel Iris Xe,8,128.0,16.0,1107,298,621,204,3.04
Dell,Professional,Intel,12,4.0,NVIDIA,NVIDIA RTX,16,512.0,17.3,4853,3091,3796,1323,2.87
HP,Basic,Intel,4,1.8,AMD,AMD Radeon,4,256.0,14.0,719,505,590,409,1.44
HP,Basic,Intel,2,1.8,AMD,AMD Radeon,4,128.0,15.6,355,366,362,394,0.92
HP,Basic,Intel,4,1.7,Intel,Intel UHD,8,256.0,14.0,668,596,625,412,1.52
Lenovo,Basic,Intel,2,2.4,Intel,Intel UHD,4,128.0,16.0,489,220,328,322,1.02
ASUS,Professional,Intel,8,4.5,AMD,AMD Radeon,16,512.0,16.0,3583,2515,2942,1202,2.45
Dell,Student,Intel,6,3.1,AMD,AMD Radeon,8,256.0,16.0,1881,894,1289,548,2.35
HP,Basic,AMD,2,2.7,AMD,AMD Radeon,4,256.0,15.6,547,468,499,252,1.98
HP,Basic,AMD,2,2.7,Intel,Intel UHD,4,128.0,17.3,536,768,675,344,1.96
